36
35
-110
-3
6000
0.5
30
0.00081167	0.00090737	0.0010131	0.0011299	0.0012586	0.0014004	0.0015563	0.0017275	0.0019155	0.0021215	0.002347	0.0025935	0.0028628	0.0031566	0.0034767	0.0038251	0.0042039	0.0046152	0.0050612	0.0055444	0.0060672	0.0066322	0.0072421	0.0078995	0.0086074	0.0093686	0.010186	0.011063	0.012003	0.013008	0.014081	0.015227	0.016447	0.017746	0.019125	0.020588	0.022138	0.023778	0.025509	0.027334	0.029255	0.031273	0.033391	0.035609	0.037927	0.040347	0.042867	0.045487	0.048206	0.051021	0.053931	0.056932	0.060021	0.063192	0.066442	0.069764	0.073152	0.076598	0.080095	0.083635	0.087207	0.090802	0.09441	0.09802	0.10162	0.1052	0.10874	0.11224	0.11567	0.11903	0.12231	0.12548	0.12854	0.13148	0.13427	0.13691	0.13939	0.14169	0.1438	0.14572	0.14742	0.14892	0.15018	0.15122	0.15202	0.15258	0.1529	0.15297	0.15279	0.15236	0.15169	0.15078	0.14963	0.14824	0.14662	0.14479	0.14274	0.14049	0.13805	0.13542	0.13263	0.12967	0.12658	0.12335	0.12	0.11655	0.11301	0.10939	0.10571	0.10199	0.098231	0.094452	0.090666	0.086885	0.083122	0.079388	0.075694	0.07205	0.068466	0.064951	0.061512
0.00088402	0.00098814	0.0011032	0.0012302	0.0013701	0.0015243	0.0016938	0.00188	0.0020842	0.0023081	0.0025531	0.0028211	0.0031137	0.0034328	0.0037805	0.004159	0.0045703	0.005017	0.0055014	0.0060261	0.0065938	0.0072072	0.0078694	0.0085832	0.0093517	0.010178	0.011066	0.012018	0.013038	0.014129	0.015295	0.016539	0.017864	0.019274	0.020772	0.022362	0.024045	0.025826	0.027707	0.02969	0.031778	0.033972	0.036275	0.038686	0.041207	0.043839	0.046581	0.049431	0.05239	0.055455	0.058623	0.061892	0.065256	0.068712	0.072254	0.075875	0.07957	0.083329	0.087145	0.091008	0.094908	0.098835	0.10278	0.10672	0.11066	0.11457	0.11845	0.12228	0.12604	0.12973	0.13332	0.1368	0.14016	0.14339	0.14646	0.14937	0.1521	0.15464	0.15697	0.15909	0.16099	0.16265	0.16406	0.16523	0.16613	0.16678	0.16715	0.16726	0.1671	0.16667	0.16597	0.165	0.16377	0.16229	0.16055	0.15857	0.15636	0.15393	0.15128	0.14843	0.1454	0.14219	0.13882	0.13531	0.13166	0.1279	0.12404	0.1201	0.11609	0.11202	0.10791	0.10378	0.099642	0.095506	0.091389	0.087301	0.083256	0.079265	0.075337	0.071484	0.067713
0.00096223	0.0010754	0.0012005	0.0013385	0.0014906	0.0016581	0.0018423	0.0020445	0.0022664	0.0025096	0.0027757	0.0030666	0.0033842	0.0037307	0.0041082	0.0045189	0.0049654	0.0054501	0.0059757	0.006545	0.007161	0.0078265	0.0085449	0.0093193	0.010153	0.01105	0.012013	0.013045	0.014152	0.015336	0.016601	0.01795	0.019388	0.020918	0.022544	0.024269	0.026096	0.028029	0.030071	0.032224	0.034491	0.036874	0.039375	0.041995	0.044734	0.047594	0.050574	0.053673	0.05689	0.060224	0.06367	0.067226	0.070888	0.07465	0.078506	0.082451	0.086476	0.090573	0.094732	0.098945	0.1032	0.10749	0.11179	0.1161	0.1204	0.12467	0.12891	0.1331	0.13722	0.14126	0.14519	0.14901	0.1527	0.15624	0.15962	0.16281	0.16582	0.16862	0.17119	0.17354	0.17564	0.17748	0.17906	0.18036	0.18139	0.18213	0.18258	0.18273	0.18259	0.18215	0.18142	0.1804	0.17909	0.1775	0.17564	0.17351	0.17113	0.1685	0.16563	0.16255	0.15926	0.15577	0.15211	0.14829	0.14433	0.14024	0.13603	0.13173	0.12736	0.12292	0.11844	0.11393	0.10941	0.10489	0.10038	0.095915	0.09149	0.087121	0.082822	0.078602	0.07447
0.0010467	0.0011697	0.0013056	0.0014555	0.0016207	0.0018026	0.0020025	0.0022221	0.002463	0.0027268	0.0030156	0.0033313	0.0036759	0.0040518	0.0044612	0.0049067	0.0053909	0.0059165	0.0064865	0.0071038	0.0077716	0.0084931	0.0092719	0.010111	0.011015	0.011987	0.013031	0.01415	0.01535	0.016633	0.018004	0.019467	0.021026	0.022685	0.024448	0.026318	0.0283	0.030397	0.032611	0.034947	0.037406	0.039992	0.042706	0.045549	0.048523	0.051628	0.054864	0.05823	0.061725	0.065347	0.069093	0.072958	0.07694	0.081031	0.085227	0.089519	0.0939	0.098361	0.10289	0.10748	0.11212	0.11679	0.12148	0.12618	0.13088	0.13555	0.14018	0.14475	0.14926	0.15367	0.15798	0.16216	0.1662	0.17009	0.17379	0.17731	0.18061	0.18369	0.18653	0.18912	0.19145	0.19349	0.19525	0.19671	0.19787	0.19871	0.19924	0.19944	0.19933	0.19889	0.19813	0.19706	0.19567	0.19397	0.19197	0.18968	0.18711	0.18427	0.18118	0.17784	0.17427	0.1705	0.16653	0.16238	0.15807	0.15362	0.14904	0.14436	0.13959	0.13476	0.12987	0.12495	0.12002	0.11508	0.11017	0.10528	0.10044	0.095669	0.090966	0.086349	0.081827
0.0011379	0.0012715	0.001419	0.0015817	0.001761	0.0019584	0.0021753	0.0024136	0.0026748	0.002961	0.0032742	0.0036165	0.0039901	0.0043976	0.0048414	0.0053243	0.005849	0.0064186	0.0070361	0.0077049	0.0084284	0.0092101	0.010054	0.010963	0.011942	0.012995	0.014125	0.015338	0.016637	0.018027	0.019512	0.021097	0.022785	0.024583	0.026492	0.028519	0.030666	0.032938	0.035338	0.037869	0.040535	0.043338	0.046281	0.049364	0.05259	0.055958	0.059469	0.063122	0.066915	0.070847	0.074914	0.079113	0.083438	0.087884	0.092444	0.09711	0.10187	0.10673	0.11166	0.11665	0.1217	0.12679	0.1319	0.13703	0.14214	0.14724	0.15229	0.15729	0.16221	0.16703	0.17174	0.17632	0.18074	0.185	0.18906	0.19292	0.19655	0.19994	0.20307	0.20592	0.20849	0.21076	0.21271	0.21435	0.21565	0.21661	0.21722	0.21749	0.21741	0.21697	0.21619	0.21505	0.21358	0.21177	0.20963	0.20717	0.2044	0.20134	0.198	0.19439	0.19053	0.18644	0.18214	0.17763	0.17295	0.16812	0.16314	0.15805	0.15286	0.1476	0.14228	0.13691	0.13153	0.12615	0.12079	0.11546	0.11018	0.10496	0.099819	0.094772	0.089828
0.0012363	0.0013813	0.0015413	0.0017178	0.0019123	0.0021264	0.0023616	0.0026199	0.0029031	0.0032133	0.0035527	0.0039236	0.0043284	0.0047698	0.0052505	0.0057735	0.0063418	0.0069585	0.0076272	0.0083513	0.0091345	0.0099807	0.010894	0.011878	0.012938	0.014077	0.015301	0.016613	0.018019	0.019523	0.02113	0.022846	0.024673	0.026618	0.028686	0.030879	0.033204	0.035664	0.038262	0.041004	0.043891	0.046927	0.050115	0.053456	0.056951	0.060601	0.064407	0.068368	0.072481	0.076746	0.081158	0.085714	0.090408	0.095235	0.10019	0.10525	0.11043	0.1157	0.12106	0.12649	0.13199	0.13752	0.14309	0.14867	0.15424	0.15979	0.1653	0.17075	0.17612	0.18139	0.18654	0.19154	0.19638	0.20104	0.20549	0.20972	0.2137	0.21742	0.22087	0.22401	0.22685	0.22936	0.23153	0.23335	0.23481	0.2359	0.23662	0.23695	0.23691	0.23648	0.23567	0.23448	0.23292	0.23099	0.2287	0.22606	0.22309	0.21979	0.21619	0.21229	0.20812	0.20369	0.19903	0.19415	0.18907	0.18382	0.17842	0.17288	0.16724	0.16152	0.15572	0.14989	0.14402	0.13816	0.13231	0.1265	0.12074	0.11504	0.10943	0.10392	0.09852
0.0013424	0.0014996	0.0016731	0.0018645	0.0020753	0.0023073	0.0025622	0.0028421	0.0031489	0.0034849	0.0038524	0.004254	0.0046923	0.0051702	0.0056905	0.0062565	0.0068715	0.0075389	0.0082624	0.0090457	0.009893	0.010808	0.011796	0.01286	0.014006	0.015239	0.016562	0.017981	0.019501	0.021128	0.022866	0.024721	0.026698	0.028801	0.031037	0.03341	0.035924	0.038585	0.041396	0.044363	0.047487	0.050773	0.054223	0.057839	0.061623	0.065576	0.069698	0.073988	0.078445	0.083067	0.087849	0.092788	0.097878	0.10311	0.10848	0.11398	0.1196	0.12533	0.13115	0.13705	0.14302	0.14904	0.15509	0.16116	0.16723	0.17327	0.17927	0.18521	0.19106	0.19681	0.20242	0.20789	0.21318	0.21827	0.22314	0.22777	0.23214	0.23622	0.24001	0.24347	0.2466	0.24937	0.25178	0.25381	0.25544	0.25668	0.25751	0.25792	0.25792	0.25751	0.25668	0.25543	0.25378	0.25173	0.24928	0.24646	0.24326	0.23971	0.23583	0.23163	0.22712	0.22233	0.21728	0.212	0.2065	0.2008	0.19494	0.18894	0.18281	0.17658	0.17028	0.16393	0.15756	0.15117	0.1448	0.13847	0.13219	0.12598	0.11986	0.11385	0.10795
0.0014568	0.0016271	0.0018151	0.0020225	0.0022509	0.0025021	0.0027782	0.0030812	0.0034133	0.003777	0.0041748	0.0046094	0.0050836	0.0056005	0.0061634	0.0067755	0.0074406	0.0081622	0.0089444	0.0097913	0.010707	0.011696	0.012764	0.013914	0.015153	0.016484	0.017914	0.019448	0.02109	0.022848	0.024726	0.02673	0.028866	0.031139	0.033555	0.03612	0.038837	0.041713	0.044752	0.047959	0.051337	0.05489	0.058621	0.062532	0.066625	0.070902	0.075362	0.080005	0.08483	0.089833	0.095011	0.10036	0.10588	0.11155	0.11737	0.12333	0.12943	0.13564	0.14195	0.14836	0.15484	0.16137	0.16795	0.17455	0.18114	0.18772	0.19425	0.20071	0.20709	0.21335	0.21947	0.22543	0.2312	0.23676	0.24209	0.24716	0.25194	0.25642	0.26057	0.26438	0.26783	0.27089	0.27355	0.27581	0.27764	0.27903	0.27999	0.28049	0.28055	0.28015	0.2793	0.278	0.27625	0.27407	0.27146	0.26844	0.26501	0.2612	0.25702	0.25249	0.24763	0.24246	0.237	0.23128	0.22533	0.21916	0.2128	0.20629	0.19964	0.19288	0.18604	0.17914	0.1722	0.16526	0.15833	0.15143	0.14459	0.13783	0.13117	0.12461	0.11818
0.0015799	0.0017644	0.001968	0.0021925	0.0024398	0.0027117	0.0030105	0.0033383	0.0036976	0.004091	0.0045213	0.0049912	0.005504	0.0060628	0.0066712	0.0073328	0.0080515	0.0088312	0.0096763	0.010591	0.01158	0.012649	0.013802	0.015044	0.016382	0.017819	0.019363	0.021019	0.022793	0.02469	0.026718	0.028882	0.031188	0.033642	0.036251	0.03902	0.041954	0.04506	0.048343	0.051806	0.055455	0.059293	0.063325	0.067551	0.071975	0.076598	0.08142	0.08644	0.091658	0.09707	0.10267	0.10846	0.11443	0.12057	0.12688	0.13333	0.13994	0.14667	0.15351	0.16046	0.16749	0.17458	0.18172	0.18888	0.19604	0.20319	0.21029	0.21732	0.22425	0.23107	0.23774	0.24423	0.25053	0.2566	0.26241	0.26795	0.27319	0.27809	0.28265	0.28683	0.29062	0.294	0.29694	0.29944	0.30149	0.30306	0.30415	0.30476	0.30488	0.3045	0.30364	0.30228	0.30044	0.29813	0.29535	0.29212	0.28845	0.28436	0.27986	0.27498	0.26974	0.26416	0.25827	0.25209	0.24564	0.23897	0.23209	0.22503	0.21782	0.21048	0.20306	0.19557	0.18804	0.18049	0.17296	0.16546	0.15802	0.15066	0.1434	0.13626	0.12926
0.0017124	0.0019121	0.0021325	0.0023754	0.0026429	0.0029371	0.0032602	0.0036147	0.0040032	0.0044285	0.0048934	0.0054013	0.0059553	0.0065591	0.0072163	0.0079308	0.0087069	0.0095488	0.010461	0.011449	0.012517	0.01367	0.014914	0.016255	0.017698	0.019249	0.020915	0.022701	0.024615	0.026662	0.028849	0.031184	0.033671	0.036319	0.039134	0.042121	0.045287	0.048639	0.052181	0.055918	0.059857	0.064	0.068352	0.072915	0.077692	0.082684	0.087893	0.093316	0.098954	0.1048	0.11086	0.11712	0.12357	0.13021	0.13704	0.14402	0.15117	0.15846	0.16587	0.1734	0.18101	0.1887	0.19644	0.20421	0.21199	0.21974	0.22745	0.23509	0.24263	0.25004	0.2573	0.26437	0.27123	0.27785	0.28419	0.29024	0.29596	0.30133	0.30632	0.3109	0.31507	0.31878	0.32204	0.32481	0.32709	0.32885	0.3301	0.33083	0.33102	0.33067	0.3298	0.32839	0.32646	0.32401	0.32105	0.3176	0.31367	0.30928	0.30445	0.2992	0.29355	0.28754	0.28118	0.27451	0.26755	0.26033	0.25288	0.24524	0.23743	0.22949	0.22143	0.21331	0.20514	0.19694	0.18876	0.18062	0.17253	0.16453	0.15663	0.14887	0.14125
